x,y,z,distance
136.1290163,-37.58037366,-5288,318.9187059
136.1358539,-37.57486738,-5279,319.7737158
136.1426914,-37.5693611,-5272,320.6287257
136.149529,-37.56385481,-5263,321.4837357
136.1563666,-37.55834853,-5258,322.3387456
136.1632041,-37.55284225,-5260,323.1937555
136.1700417,-37.54733596,-5248,324.0487655
136.1768793,-37.54182968,-5249,324.9037754
136.1837168,-37.5363234,-5238,325.7587853
136.1905544,-37.53081711,-5247,326.6137953
136.197392,-37.52531083,-5247,327.4688052
136.2042295,-37.51980455,-5234,328.3238151
136.2110671,-37.51429826,-5268,329.1788251
136.2179047,-37.50879198,-5288,330.033835
136.2247422,-37.5032857,-5276,330.8888449
136.2315798,-37.49777941,-5301,331.7438549
136.2384173,-37.49227313,-5336,332.5988648
136.2452549,-37.48676685,-5332,333.4538748
136.2520925,-37.48126056,-5390,334.3088847
136.25893,-37.47575428,-5381,335.1638946
136.2657676,-37.470248,-5400,336.0189046
136.2726052,-37.46474171,-5452,336.8739145
136.2794427,-37.45923543,-5452,337.7289244
136.2862803,-37.45372915,-5507,338.5839344
136.2931179,-37.44822286,-5564,339.4389443
136.2999554,-37.44271658,-5559,340.2939542
136.306793,-37.43721029,-5587,341.1489642
136.3136306,-37.43170401,-5587,342.0039741
136.3204681,-37.42619773,-5643,342.858984
136.3273057,-37.42069144,-5684,343.713994
136.3341432,-37.41518516,-5676,344.5690039
136.3409808,-37.40967888,-5715,345.4240138
136.3478184,-37.40417259,-5720,346.2790238
136.3546559,-37.39866631,-5714,347.1340337
136.3614935,-37.39316003,-5728,347.9890437
136.3683311,-37.38765374,-5710,348.8440536
136.3751686,-37.38214746,-5708,349.6990635
136.3820062,-37.37664118,-5678,350.5540735
136.3888438,-37.37113489,-5669,351.4090834
136.3956813,-37.36562861,-5645,352.2640933
136.4025189,-37.36012233,-5630,353.1191033
136.4093565,-37.35461604,-5610,353.9741132
136.416194,-37.34910976,-5568,354.8291231
136.4230316,-37.34360348,-5557,355.6841331
136.4298692,-37.33809719,-5509,356.539143
136.4367067,-37.33259091,-5495,357.3941529
136.4435443,-37.32708463,-5470,358.2491629
136.4503818,-37.32157834,-5415,359.1041728
136.4572194,-37.31607206,-5375,359.9591827
136.464057,-37.31056577,-5375,360.8141927
136.4708945,-37.30505949,-5324,361.6692026
136.4777321,-37.29955321,-5298,362.5242125
136.4845697,-37.29404692,-5264,363.3792225
136.4914072,-37.28854064,-5246,364.2342324
136.4982448,-37.28303436,-5246,365.0892424
136.5050824,-37.27752807,-5215,365.9442523
136.5119199,-37.27202179,-5167,366.7992622
136.5187575,-37.26651551,-5123,367.6542722
136.5255951,-37.26100922,-5120,368.5092821
136.5324326,-37.25550294,-5102,369.364292
136.5392702,-37.24999666,-5075,370.219302
136.5461078,-37.24449037,-4990,371.0743119
136.5529453,-37.23898409,-4960,371.9293218
136.5597829,-37.23347781,-4960,372.7843318
136.5666204,-37.22797152,-4960,373.6393417
136.573458,-37.22246524,-4970,374.4943516
136.5802956,-37.21695896,-4960,375.3493616
136.5871331,-37.21145267,-4966,376.2043715
136.5939707,-37.20594639,-4815,377.0593814
136.6008083,-37.20044011,-4993,377.9143914
136.6076458,-37.19493382,-4985,378.7694013
136.6144834,-37.18942754,-4866,379.6244113
136.621321,-37.18392126,-4982,380.4794212
136.6281585,-37.17841497,-4896,381.3344311
136.6349961,-37.17290869,-4952,382.1894411
136.6418337,-37.1674024,-4957,383.044451
136.6486712,-37.16189612,-4926,383.8994609
136.6555088,-37.15638984,-4912,384.7544709
136.6623464,-37.15088355,-4922,385.6094808
136.6691839,-37.14537727,-4790,386.4644907
136.6760215,-37.13987099,-4800,387.3195007
136.682859,-37.1343647,-4800,388.1745106
136.6896966,-37.12885842,-4734,389.0295205
136.6965342,-37.12335214,-4678,389.8845305
136.7033717,-37.11784585,-4665,390.7395404
136.7102093,-37.11233957,-4670,391.5945503
136.7170469,-37.10683329,-4670,392.4495603
136.7238844,-37.101327,-4622,393.3045702
136.730722,-37.09582072,-4704,394.1595802
136.7375596,-37.09031444,-4719,395.0145901
136.7443971,-37.08480815,-4765,395.8696
136.7512347,-37.07930187,-4778,396.72461
136.7580723,-37.07379559,-4760,397.5796199
136.7649098,-37.0682893,-4703,398.4346298
136.7717474,-37.06278302,-4674,399.2896398
136.778585,-37.05727674,-4531,400.1446497
136.7854225,-37.05177045,-4457,400.9996596
136.7922601,-37.04626417,-4416,401.8546696
136.7990976,-37.04075788,-4345,402.7096795
136.8059352,-37.0352516,-4092,403.5646894
136.8127728,-37.02974532,-4104,404.4196994
136.8196103,-37.02423903,-3978,405.2747093
136.8264479,-37.01873275,-3961,406.1297192
136.8332855,-37.01322647,-4305,406.9847292
136.840123,-37.00772018,-4396,407.8397391
136.8469606,-37.0022139,-4531,408.6947491
136.8537982,-36.99670762,-4701,409.549759
136.8606357,-36.99120133,-4531,410.4047689
136.8674733,-36.98569505,-4531,411.2597789
136.8743109,-36.98018877,-4429,412.1147888
136.8811484,-36.97468248,-4430,412.9697987
136.887986,-36.9691762,-4345,413.8248087
136.8948235,-36.96366992,-4320,414.6798186
136.9016611,-36.95816363,-4320,415.5348285
136.9084987,-36.95265735,-4247,416.3898385
136.9153362,-36.94715107,-4192,417.2448484
136.9221738,-36.94164478,-4085,418.0998583
136.9290114,-36.9361385,-4045,418.9548683
136.9358489,-36.93063222,-4031,419.8098782
136.9426865,-36.92512593,-3923,420.6648881
136.9495241,-36.91961965,-3669,421.5198981
136.9563616,-36.91411337,-3611,422.374908
136.9631992,-36.90860708,-3722,423.229918
136.9700368,-36.9031008,-3387,424.0849279
136.9768743,-36.89759451,-3189,424.9399378
136.9837119,-36.89208823,-3434,425.7949478
